VPC run info
"","          Date","  observations","   simulations","     Modelfile","Simulation model","Independent variable","Dependent variable","   PsN version","NONMEM version",
"",     2016-8-26,           818,          1001,    run004.mod,auto-generated,           TAD,            DV,        v4.4.8,       default,

VPC results strata TRTPN = 1
Continuous data
428 observations out of 818
"","         < TAD","            <=","    median.idv","    no. of obs","     mean real","      mean sim","95%CI for mean from","95%CI for mean to","      50% real","       50% sim","95%CI for 50% from","95%CI for 50% to","      30% real","       30% sim","95%CI for 30% from","95%CI for 30% to","      70% real","       70% sim","95%CI for 70% from","95%CI for 70% to","      10% real","       10% sim","95%CI for 10% from","95%CI for 10% to","      90% real","       90% sim","95%CI for 90% from","95%CI for 90% to","       5% real","        5% sim","95%CI for 5% from","95%CI for 5% to","      95% real","       95% sim","95%CI for 95% from","95%CI for 95% to","     2.5% real","      2.5% sim","95%CI for 2.5% from","95%CI for 2.5% to","    97.5% real","     97.5% sim","95%CI for 97.5% from","95%CI for 97.5% to","PI 40% False pos (%)","PI 40% False neg (%)","PI 80% False pos (%)","PI 80% False neg (%)","PI 90% False pos (%)","PI 90% False neg (%)","PI 95% False pos (%)","PI 95% False neg (%)",
"first interval is closed",    0.0000E+00,             0,    0.0000E+00,             1,        3.5784,-0.00261838281718281718,      -0.54638,       0.55837,    3.5784E+00,   -1.2103E-03,   -5.4638E-01,    5.5837E-01,    3.5784E+00,   -1.5000E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,    1.4997E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,   -3.5802E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,    3.6675E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,   -4.6540E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,    4.8429E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,   -5.4638E-01,   -5.4638E-01,    5.5837E-01,    3.5784E+00,    5.5837E-01,   -5.4638E-01,    5.5837E-01,             0,             0,             0,             0,             0,             0,             0,             0,
"",          0.25,          0.75,           0.5,            32,      266.1559,      390.4931,      278.5128,      524.6128,        229.63,       275.995,       173.835,        411.09,    8.3816E+01,    1.5304E+02,    8.9860E+01,    2.5036E+02,    3.0809E+02,    4.6739E+02,    3.1341E+02,    6.8217E+02,    1.8371E+01,    5.9765E+01,    3.1075E+01,    1.2957E+02,    6.6785E+02,    8.7651E+02,    5.4038E+02,    1.2525E+03,    1.7835E+01,    3.7447E+01,    2.0033E+01,    1.0705E+02,    6.9081E+02,    1.1325E+03,    6.0972E+02,    1.4443E+03,    9.3001E+00,    2.3887E+01,    1.0715E+01,    8.8300E+01,    7.0995E+02,    1.3830E+03,    7.0183E+02,    1.7895E+03,             0,             0,             0,             0,             0,             0,             0,             0,
"",          0.75,           1.5,    1.0000E+00,            33,      819.6366,      807.4252,      654.3663,      1003.606,    9.1661E+02,    7.3076E+02,    5.4418E+02,    9.5312E+02,    5.3198E+02,    4.9533E+02,    3.5722E+02,    7.1083E+02,    9.7594E+02,    1.0015E+03,    7.5770E+02,    1.2335E+03,    1.3032E+02,    2.4423E+02,    1.4565E+02,    4.2514E+02,    1.3682E+03,    1.4610E+03,    1.1007E+03,    1.8837E+03,    7.0038E+01,    1.6770E+02,    1.0571E+02,    3.6711E+02,    1.5290E+03,    1.7210E+03,    1.1871E+03,    2.0587E+03,    3.8655E+01,    1.1816E+02,    5.9909E+01,    3.2489E+02,    1.5290E+03,    1.9770E+03,    1.2797E+03,    2.3898E+03,             0,      3.030303,             0,             0,             0,             0,             0,             0,
"",           1.5,           2.5,    2.0000E+00,            33,      857.5245,      971.6737,      830.7061,      1117.778,    8.3433E+02,    9.1926E+02,    7.6204E+02,    1.1047E+03,    6.7167E+02,    7.2583E+02,    5.9721E+02,    9.0593E+02,    9.8742E+02,    1.1391E+03,    9.2297E+02,    1.3180E+03,    4.1908E+02,    4.8654E+02,    3.4094E+02,    6.5861E+02,    1.2132E+03,    1.5204E+03,    1.1874E+03,    1.8418E+03,    4.0186E+02,    3.8860E+02,    2.8466E+02,    6.2319E+02,    1.2324E+03,    1.7349E+03,    1.2855E+03,    2.0071E+03,    3.3679E+02,    3.0762E+02,    1.9955E+02,    5.7792E+02,    1.2362E+03,    1.9441E+03,    1.3771E+03,    2.3067E+03,             0,             0,             0,             0,             0,      3.030303,             0,             0,
"",           2.5,           3.5,    3.0000E+00,            33,      741.7221,      832.8941,      716.1791,      954.6855,    7.0612E+02,    7.8317E+02,    6.5148E+02,    9.3829E+02,    6.4680E+02,    6.2560E+02,    5.2191E+02,    7.6189E+02,    8.2476E+02,    9.6925E+02,    7.9521E+02,    1.1287E+03,    4.9562E+02,    4.3836E+02,    3.1997E+02,    5.7240E+02,    9.5297E+02,    1.2881E+03,    1.0268E+03,    1.5583E+03,    4.5544E+02,    3.6037E+02,    2.6767E+02,    5.3833E+02,    1.0180E+03,    1.4763E+03,    1.0763E+03,    1.7145E+03,    3.9229E+02,    3.0030E+02,    2.1013E+02,    5.0068E+02,    1.0793E+03,    1.6508E+03,    1.1398E+03,    1.9202E+03,             0,             0,             0,      3.030303,             0,             0,             0,             0,
"",           3.5,             5,    4.0000E+00,            33,      637.6921,       668.081,      573.9727,      763.5655,    6.1809E+02,    6.2514E+02,    5.2017E+02,    7.4557E+02,    5.3198E+02,    4.9564E+02,    4.1443E+02,    6.0972E+02,    6.8316E+02,    7.7529E+02,    6.3138E+02,    9.0946E+02,    4.0377E+02,    3.4542E+02,    2.5204E+02,    4.5407E+02,    8.2093E+02,    1.0475E+03,    8.2720E+02,    1.2734E+03,    3.6932E+02,    2.8224E+02,    2.1069E+02,    4.2570E+02,    8.5347E+02,    1.2050E+03,    8.6807E+02,    1.3876E+03,    3.6932E+02,    2.2854E+02,    1.6026E+02,    3.9391E+02,    1.0659E+03,    1.3486E+03,    9.3850E+02,    1.5829E+03,      6.060606,      3.030303,             0,             0,             0,             0,             0,             0,
"",             5,             7,    6.0000E+00,            33,      322.0652,      432.5347,       362.531,       504.887,    3.0618E+02,    3.9907E+02,    3.2885E+02,    4.8118E+02,    2.5834E+02,    3.1186E+02,    2.5548E+02,    3.9080E+02,    3.3297E+02,    5.0476E+02,    4.0667E+02,    5.9823E+02,    1.9059E+02,    2.1075E+02,    1.4982E+02,    2.8413E+02,    4.4778E+02,    6.9356E+02,    5.3619E+02,    8.7062E+02,    1.8198E+02,    1.7341E+02,    1.3258E+02,    2.6883E+02,    4.9754E+02,    8.0608E+02,    5.6580E+02,    9.5859E+02,    1.4907E+02,    1.4180E+02,    1.0032E+02,    2.4796E+02,    5.3007E+02,    9.1427E+02,    6.1476E+02,    1.1032E+03,             0,             0,             0,      3.030303,             0,      3.030303,             0,             0,
"",             7,             9,    8.0000E+00,            33,      257.2744,      300.4907,      252.8532,      353.0502,    2.4494E+02,    2.7486E+02,    2.2132E+02,    3.3587E+02,    1.9327E+02,    2.1156E+02,    1.7105E+02,    2.7099E+02,    2.7364E+02,    3.5066E+02,    2.7640E+02,    4.1202E+02,    1.4543E+02,    1.4223E+02,    1.0411E+02,    1.9321E+02,    3.6741E+02,    4.9210E+02,    3.7437E+02,    6.2768E+02,    1.2840E+02,    1.1494E+02,    8.8283E+01,    1.7951E+02,    3.8081E+02,    5.7580E+02,    3.9735E+02,    6.8473E+02,    1.1252E+02,    9.3382E+01,    6.9728E+01,    1.6250E+02,    4.4013E+02,    6.5685E+02,    4.3510E+02,    8.0037E+02,             0,             0,             0,      3.030303,             0,             0,      3.030303,             0,
"",             9,            11,    1.0000E+01,            33,      246.6394,      224.0267,      184.1418,       264.924,    2.2006E+02,    2.0241E+02,    1.6327E+02,    2.4968E+02,    1.7261E+02,    1.5475E+02,    1.2329E+02,    2.0034E+02,    2.7364E+02,    2.6238E+02,    2.0574E+02,    3.1714E+02,    1.3433E+02,    1.0092E+02,    6.9364E+01,    1.4022E+02,    3.8272E+02,    3.7428E+02,    2.8521E+02,    4.8311E+02,    1.1616E+02,    8.0278E+01,    5.8626E+01,    1.2791E+02,    3.8272E+02,    4.3973E+02,    3.0275E+02,    5.4510E+02,    1.0372E+02,    6.4880E+01,    4.3751E+01,    1.1651E+02,    3.9994E+02,    5.0866E+02,    3.2715E+02,    6.1838E+02,      6.060606,             0,      3.030303,      3.030303,             0,             0,      3.030303,             0,
"",            11,            14,    1.2000E+01,            33,      179.8327,      175.7514,      144.0998,       210.368,    1.5271E+02,    1.5730E+02,    1.2427E+02,    1.9722E+02,    1.2285E+02,    1.1899E+02,    9.4458E+01,    1.5570E+02,    1.9710E+02,    2.0707E+02,    1.5870E+02,    2.5300E+02,    8.2093E+01,    7.6216E+01,    5.1286E+01,    1.1014E+02,    2.8513E+02,    2.9745E+02,    2.2433E+02,    3.8671E+02,    7.7884E+01,    6.0609E+01,    4.3851E+01,    9.8870E+01,    2.9661E+02,    3.5214E+02,    2.4246E+02,    4.3626E+02,    5.4729E+01,    4.7945E+01,    3.0970E+01,    8.8391E+01,    3.2148E+02,    4.0456E+02,    2.6336E+02,    5.0359E+02,      3.030303,      6.060606,             0,             0,             0,             0,             0,             0,
"",            14,            20,    1.6000E+01,            33,      113.6676,      116.2335,      94.71109,      140.9535,    9.2236E+01,    1.0284E+02,    7.9316E+01,    1.2894E+02,    7.1186E+01,    7.6235E+01,    5.9937E+01,    9.9728E+01,    1.1252E+02,    1.3630E+02,    1.0547E+02,    1.6798E+02,    4.5352E+01,    4.7518E+01,    3.3128E+01,    6.8672E+01,    1.7395E+02,    2.0213E+02,    1.4907E+02,    2.6174E+02,    3.0618E+01,    3.7041E+01,    2.6630E+01,    6.2327E+01,    2.0093E+02,    2.4170E+02,    1.5882E+02,    2.9650E+02,    2.9278E+01,    2.9302E+01,    1.9674E+01,    5.5768E+01,    2.0284E+02,    2.8117E+02,    1.7372E+02,    3.4316E+02,             0,             0,      3.030303,             0,             0,             0,      3.030303,      3.030303,
"",            20,            30,    2.3983E+01,            33,       63.1127,      57.88717,      46.08061,      71.34632,    4.4396E+01,    4.9473E+01,    3.8556E+01,    6.4122E+01,    3.9420E+01,    3.5626E+01,    2.7377E+01,    4.9064E+01,    6.0852E+01,    6.7984E+01,    5.0891E+01,    8.5545E+01,    2.4877E+01,    2.1472E+01,    1.4310E+01,    3.2148E+01,    1.0582E+02,    1.0448E+02,    7.5297E+01,    1.3808E+02,    1.6342E+01,    1.6603E+01,    1.1756E+01,    2.8868E+01,    1.0640E+02,    1.2715E+02,    8.0403E+01,    1.6170E+02,    1.5921E+01,    1.2954E+01,    7.9884E+00,    2.5824E+01,    1.2879E+02,    1.5027E+02,    8.9874E+01,    1.9232E+02,      6.060606,             0,             0,             0,      6.060606,             0,             0,             0,
"",            30,            42,    3.5967E+01,            33,      22.09929,      21.77033,      16.45953,      28.18642,    1.2419E+01,    1.7522E+01,    1.2913E+01,    2.3292E+01,    8.7069E+00,    1.1959E+01,    8.7881E+00,    1.6935E+01,    1.7146E+01,    2.5367E+01,    1.7768E+01,    3.2728E+01,    5.6451E+00,    6.5380E+00,    4.1127E+00,    1.0467E+01,    3.4636E+01,    4.1985E+01,    2.7696E+01,    5.9351E+01,    5.2433E+00,    4.7667E+00,    3.1797E+00,    9.3932E+00,    4.5161E+01,    5.3068E+01,    3.0062E+01,    6.9249E+01,    4.5544E+00,    3.4925E+00,    2.0416E+00,    8.1358E+00,    4.6692E+01,    6.4793E+01,    3.4511E+01,    8.3994E+01,      3.030303,      3.030303,      3.030303,             0,             0,             0,             0,             0,
"",            42,            50,       47.8915,            32,      13.75759,      8.495252,      6.175866,      11.22994,       7.71185,        6.3783,        4.4798,       9.09875,    4.7457E+00,    4.0149E+00,    2.6385E+00,    5.8376E+00,    1.0678E+01,    9.8094E+00,    6.7303E+00,    1.4370E+01,    3.3679E+00,    1.8829E+00,    9.5403E-01,    3.4578E+00,    1.9079E+01,    1.7550E+01,    1.0848E+01,    2.5311E+01,    3.3488E+00,    1.2046E+00,    6.1907E-01,    3.0744E+00,    2.2006E+01,    2.2923E+01,    1.2271E+01,    3.0326E+01,    2.8321E+00,    7.2880E-01,    2.1691E-01,    2.5694E+00,    2.9852E+01,    2.8697E+01,    1.4344E+01,    3.9223E+01,             0,             0,         3.125,             0,             0,             0,         3.125,             0,

Diagnostics VPC strata TRTPN = 1
""," False pos (%)"," False neg (%)",
"       PI 40% ",      1.869159,      1.168224,
"       PI 80% ",     0.9345794,     0.9345794,
"       PI 90% ",     0.4672897,     0.4672897,
"       PI 95% ",     0.9345794,     0.2336449,

NPC results strata TRTPN = 1
bin 1: 1 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",             0,             0,              ,             0,           100,             1,           100,              ,             0,           100,
"        40% PI",             0,             0,              ,             0,           100,             1,           100,              ,             0,           100,
"        80% PI",             0,             0,              ,             0,           100,             1,           100,              ,             0,           100,
"        90% PI",             0,             0,              ,             0,           100,             1,           100,              ,             0,           100,
"        95% PI",             0,             0,              ,             0,             0,             1,           100,             *,             0,             0,

NPC results strata TRTPN = 1
bin 3: 32 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            18,         56.25,              ,        34.375,        65.625,            14,         43.75,              ,        34.375,        65.625,
"        40% PI",            13,        40.625,              ,        15.625,        46.875,             7,        21.875,              ,        15.625,        46.875,
"        80% PI",             9,        28.125,             *,             0,        21.875,             0,             0,              ,             0,        21.875,
"        90% PI",             7,        21.875,             *,             0,          12.5,             0,             0,              ,             0,          12.5,
"        95% PI",             5,        15.625,             *,             0,         9.375,             0,             0,              ,             0,         9.375,

NPC results strata TRTPN = 1
bin 4: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            12,      36.36364,              ,      33.33333,      66.66667,            21,      63.63636,              ,      33.33333,      66.66667,
"        40% PI",             9,      27.27273,              ,      15.15152,      45.45455,             9,      27.27273,              ,      15.15152,      45.45455,
"        80% PI",             5,      15.15152,              ,             0,      21.21212,             3,      9.090909,              ,             0,      21.21212,
"        90% PI",             4,      12.12121,              ,             0,      12.12121,             1,      3.030303,              ,             0,      15.15152,
"        95% PI",             3,      9.090909,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 5: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            18,      54.54545,              ,      33.33333,      66.66667,            15,      45.45455,              ,      33.33333,      66.66667,
"        40% PI",            13,      39.39394,              ,      15.15152,      45.45455,             6,      18.18182,              ,      15.15152,      45.45455,
"        80% PI",             4,      12.12121,              ,             0,      21.21212,             1,      3.030303,              ,             0,      21.21212,
"        90% PI",             3,      9.090909,              ,             0,      12.12121,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             1,      3.030303,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 6: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            20,      60.60606,              ,      33.33333,      66.66667,            13,      39.39394,              ,      33.33333,      66.66667,
"        40% PI",            10,      30.30303,              ,      15.15152,      45.45455,             3,      9.090909,             *,      15.15152,      48.48485,
"        80% PI",             3,      9.090909,              ,             0,      21.21212,             1,      3.030303,              ,             0,      21.21212,
"        90% PI",             1,      3.030303,              ,             0,      15.15152,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 7: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            17,      51.51515,              ,      33.33333,      66.66667,            16,      48.48485,              ,      33.33333,      66.66667,
"        40% PI",             8,      24.24242,              ,      15.15152,      45.45455,             6,      18.18182,              ,      15.15152,      45.45455,
"        80% PI",             1,      3.030303,              ,             0,      21.21212,             2,      6.060606,              ,             0,      21.21212,
"        90% PI",             0,             0,              ,             0,      12.12121,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 8: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            27,      81.81818,             *,      33.33333,      66.66667,             6,      18.18182,             *,      33.33333,      66.66667,
"        40% PI",            17,      51.51515,             *,      15.15152,      45.45455,             2,      6.060606,             *,      15.15152,      45.45455,
"        80% PI",             6,      18.18182,              ,             0,      21.21212,             1,      3.030303,              ,             0,      21.21212,
"        90% PI",             3,      9.090909,              ,             0,      12.12121,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             0,             0,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 9: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            23,      69.69697,             *,      33.33333,      66.66667,            10,      30.30303,             *,      33.33333,      66.66667,
"        40% PI",            12,      36.36364,              ,      15.15152,      45.45455,             4,      12.12121,             *,      15.15152,      45.45455,
"        80% PI",             4,      12.12121,              ,             0,      21.21212,             1,      3.030303,              ,             0,      21.21212,
"        90% PI",             2,      6.060606,              ,             0,      15.15152,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 10: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            14,      42.42424,              ,      33.33333,      66.66667,            19,      57.57576,              ,      33.33333,      66.66667,
"        40% PI",             6,      18.18182,              ,      15.15152,      45.45455,            14,      42.42424,              ,      15.15152,      45.45455,
"        80% PI",             2,      6.060606,              ,             0,      21.21212,             3,      9.090909,              ,             0,      21.21212,
"        90% PI",             1,      3.030303,              ,             0,      15.15152,             1,      3.030303,              ,             0,      15.15152,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 11: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            18,      54.54545,              ,      33.33333,      66.66667,            15,      45.45455,              ,      33.33333,      66.66667,
"        40% PI",            10,      30.30303,              ,      15.15152,      45.45455,             8,      24.24242,              ,      15.15152,      45.45455,
"        80% PI",             2,      6.060606,              ,             0,      21.21212,             2,      6.060606,              ,             0,      21.21212,
"        90% PI",             2,      6.060606,              ,             0,      15.15152,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 12: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            22,      66.66667,              ,      33.33333,      66.66667,            11,      33.33333,              ,      33.33333,      66.66667,
"        40% PI",            11,      33.33333,              ,      15.15152,      48.48485,             6,      18.18182,              ,      15.15152,      45.45455,
"        80% PI",             4,      12.12121,              ,             0,      21.21212,             1,      3.030303,              ,             0,      21.21212,
"        90% PI",             3,      9.090909,              ,             0,      12.12121,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             2,      6.060606,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 13: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            19,      57.57576,              ,      33.33333,      66.66667,            14,      42.42424,              ,      33.33333,      66.66667,
"        40% PI",             9,      27.27273,              ,      15.15152,      45.45455,             9,      27.27273,              ,      15.15152,      45.45455,
"        80% PI",             3,      9.090909,              ,             0,      21.21212,             4,      12.12121,              ,             0,      21.21212,
"        90% PI",             2,      6.060606,              ,             0,      15.15152,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             0,             0,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 14: 33 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            23,      69.69697,             *,      33.33333,      66.66667,            10,      30.30303,             *,      33.33333,      66.66667,
"        40% PI",            14,      42.42424,              ,      15.15152,      45.45455,             6,      18.18182,              ,      15.15152,      45.45455,
"        80% PI",             6,      18.18182,              ,      3.030303,      21.21212,             3,      9.090909,              ,             0,      21.21212,
"        90% PI",             2,      6.060606,              ,             0,      12.12121,             1,      3.030303,              ,             0,      12.12121,
"        95% PI",             1,      3.030303,              ,             0,      9.090909,             1,      3.030303,              ,             0,      9.090909,

NPC results strata TRTPN = 1
bin 15: 32 observations
"","points below PI (count)","points below PI (%)","outside CI for below PI","95% CI below: from (%)","95% CI below: to (%)","points above PI (count)","points above PI (%)","outside CI for above PI","95% CI above: from (%)","95% CI above: to (%)",
"         0% PI",            14,         43.75,              ,        34.375,         68.75,            18,         56.25,              ,         31.25,        65.625,
"        40% PI",             5,        15.625,              ,        15.625,        46.875,            11,        34.375,              ,          12.5,        46.875,
"        80% PI",             0,             0,              ,             0,        21.875,             4,          12.5,              ,             0,        21.875,
"        90% PI",             0,             0,              ,             0,          12.5,             2,          6.25,              ,             0,          12.5,
"        95% PI",             0,             0,              ,             0,         9.375,             1,         3.125,              ,             0,         9.375,

VPC results strata TRTPN = 3
Continuous data
390 observations out of 818
"","         < TAD","            <=","    median.idv","    no. of obs","     mean real","      mean sim","95%CI for mean from","95%CI for mean to","      50% real","       50% sim","95%CI for 50% from","95%CI for 50% to","      30% real","       30% sim","95%CI for 30% from","95%CI for 30% to","      70% real","       70% sim","95%CI for 70% from","95%CI for 70% to","      10% real","       10% sim","95%CI for 10% from","95%CI for 10% to","      90% real","       90% sim","95%CI for 90% from","95%CI for 90% to","       5% real","        5% sim","95%CI for 5% from","95%CI for 5% to","      95% real","       95% sim","95%CI for 95% from","95%CI for 95% to","     2.5% real","      2.5% sim","95%CI for 2.5% from","95%CI for 2.5% to","    97.5% real","     97.5% sim","95%CI for 97.5% from","95%CI for 97.5% to","PI 40% False pos (%)","PI 40% False neg (%)","PI 80% False pos (%)","PI 80% False neg (%)","PI 90% False pos (%)","PI 90% False neg (%)","PI 95% False pos (%)","PI 95% False neg (%)",
"first interval is closed",          0.25,          0.75,           0.5,            30,       230.372,      136.1965,      83.51674,      214.3518,         197.1,       73.0375,        41.465,       125.115,    1.1883E+02,    3.6567E+01,    2.1016E+01,    7.0004E+01,    2.7747E+02,    1.4149E+02,    7.4314E+01,    2.3061E+02,    8.6686E+01,    1.2722E+01,    6.1626E+00,    3.0985E+01,    5.0710E+02,    3.3323E+02,    1.6165E+02,    5.4141E+02,    4.9562E+01,    7.5070E+00,    2.1133E+00,    2.0983E+01,    5.3007E+02,    4.7862E+02,    2.3127E+02,    9.4313E+02,    4.9562E+01,    4.7467E+00,    2.1133E+00,    2.0983E+01,    5.3007E+02,    6.4217E+02,    2.3127E+02,    9.4313E+02,             0,             0,             0,             0,             0,             0,             0,      3.333333,
